FLOOR,SECTION,STACK_ROOM,SHELF_NO,ROW,SUBJECT,CALLNO_FROM,CALLNO_TO
SECOND,ENGINEERING REFERENCE,2,59,4,ME,ME 671.5 JUN,ME 697.93 JON
SECOND,ENGINEERING REFERENCE,2,60,1,EM,EM 330 AGA,EM 330.954 RAY
SECOND,ENGINEERING REFERENCE,2,60,2,EM,EM 333.7 KOL,EM 628 PEA
SECOND,ENGINEERING REFERENCE,2,60,3,MG,MG 001.42 CHA,MG 650 NAR
SECOND,ENGINEERING REFERENCE,2,60,4,MG,MG 650 PEE,MG 658.40024 MOR
SECOND,ENGINEERING REFERENCE,2,61,1,MG,MG 658.4012 NAA,MG 658.4013 PAR
SECOND,ENGINEERING REFERENCE,2,61,2,MG,MG 658.4038 WEB,MG 658.404 CHA
SECOND,ENGINEERING REFERENCE,2,61,3,MG,MG 658.404 CHO,MG 658.5 KHA
SECOND,ENGINEERING REFERENCE,2,61,4,MG,MG 658.5 KHA,MG 725.4 TOM
SECOND,ENGINEERING REFERENCE,2,62,1,CE,CE 324.0221 SIN,CE 526.9 GOP
SECOND,ENGINEERING REFERENCE,2,62,2,CE,CE 526.9 MOF,CE 551 SIN
SECOND,ENGINEERING REFERENCE,2,62,3,CE,CE 552 EHL,CE 620.001 515 PEP
SECOND,ENGINEERING REFERENCE,2,62,4,CE,CE 620.112 BHA,CE 620.112 RAO
SECOND,ENGINEERING REFERENCE,2,63,1,CE,CE 620.112 SIN,CE 621.2 NAL
SECOND,ENGINEERING REFERENCE,2,63,2,CE,CE 621.2 MOD,CE 624 RAN
SECOND,ENGINEERING REFERENCE,2,63,3,CE,CE 624 POT,CE 624.0299 RAI
SECOND,ENGINEERING REFERENCE,2,63,4,CE,CE 624.1 PUR,CE 624.151 DAS/P
SECOND,ENGINEERING REFERENCE,2,64,1,CE,CE 624.151 GUL , CE 624.15136 SHE
SECOND,ENGINEERING REFERENCE,2,64,2,CE,CE 624.17 ARY,CE 624.171 MEN
SECOND,ENGINEERING REFERENCE,2,64,3,CE,CE 624.171 MUK,CE 624.171 SHA/V.1
SECOND,ENGINEERING REFERENCE,2,64,4,CE,CE 624.171 THA,CE 624.1773 WEA
SECOND,ENGINEERING REFERENCE,2,65,1,CE,CE 624.18 KRI,CE 624.1821 GHO
SECOND,ENGINEERING REFERENCE,2,65,2,CE,CE 624.1821 GAY,CE 624.1821 SUB
SECOND,ENGINEERING REFERENCE,2,65,3,CE,CE 624.1834 BHA,CE 624.18341 PUN/R
SECOND,ENGINEERING REFERENCE,2,65,4,CE,CE 624.18341 RAJ,CE 624.183412 RAJ
SECOND,ENGINEERING REFERENCE,2,66,1,CE,CE 624.193 CHA,CE 625.7 SRI
SECOND,ENGINEERING REFERENCE,2,66,2,CE,CE 625.7 SHA,CE 627.52 PUN
SECOND,ENGINEERING REFERENCE,2,66,3,CE,CE 627.52 RAG,CE 628.1 RAN
SECOND,ENGINEERING REFERENCE,2,66,4,CE,CE 628.3 DAV,CE 629.136 HOR
SECOND,ENGINEERING REFERENCE,2,67,1,CE,CE 629.136 KHA,CE 690 EMM
SECOND,ENGINEERING REFERENCE,2,67,2,CE,CE 690 JHA,CE 690.023 KAN
SECOND,ENGINEERING REFERENCE,2,67,3,CE,CE 690.023 PHI,CE 693.1 TAL
SECOND,ENGINEERING REFERENCE,2,67,4,CE,CE 693.5 GAH,CE 910.285 YEU
SECOND,ENGINEERING REFERENCE,2,68,1,PH,PH 530 ABH/V.2,PH 530.02462 GAU
SECOND,ENGINEERING REFERENCE,2,68,2,PH,PH 530.02462 GOP,PH 531.1133 SIR
SECOND,ENGINEERING REFERENCE,2,68,3,PH,PH 530.15 CHA,PH 535.52 SEA
SECOND,ENGINEERING REFERENCE,2,68,4,PH,PH 537 PAR,PH 681.2 RAM
SECOND,ENGINEERING REFERENCE,2,69,1,CH,CH 540 COO,CH 540.02462 QAN
SECOND,ENGINEERING REFERENCE,2,69,2,CH,CH 540.2462 RAD,CH 543.08 ROB
SECOND,ENGINEERING REFERENCE,2,69,3,CH,CH 543.0858 JAI,CH 577.14 WIL
SECOND,ENGINEERING REFERENCE,2,69,4,CH,CH 611.01816 NUN , CH 665.53 MAL
SECOND,ENGINEERING REFERENCE,2,70,1,MH,MH 510 BAY,MH 510.024 62 BAT
SECOND,ENGINEERING REFERENCE,2,70,2,MH,MH 510.02462 CHA/V.1,MH 510.0262 GRE/H
SECOND,ENGINEERING REFERENCE,2,70,3,MH,MH 510.02462 GRE/H,MH 510.02462 MUK
SECOND,ENGINEERING REFERENCE,2,70,4,MH,MH 510.02462 ONE,MH 510.02462 RAM
SECOND,ENGINEERING REFERENCE,2,71,1,MH,MH 510.02462 RAM,MH 510.02462 TAN/V.2
SECOND,ENGINEERING REFERENCE,2,71,2,MH,MH 510.02462 VEE,MH 510.78 DAT
SECOND,ENGINEERING REFERENCE,2,71,3,MH,MH 511 BHA,MH 511.3 MIC
SECOND,ENGINEERING REFERENCE,2,71,4,MH,MH 511.3 NGU,MH 511.6 KRI
SECOND,ENGINEERING REFERENCE,2,72,1,MH,MH 511.605 APT,MH 512 CHO
SECOND,ENGINEERING REFERENCE,2,72,2,MH,MH 512 GAN,MH 512 KOS
SECOND,ENGINEERING REFERENCE,2,72,3,MH,MH 512 LIU,MH 512.02 BHA
SECOND,ENGINEERING REFERENCE,2,72,4,MH,MH 512.02 CHA,MH 512.5 CHE
SECOND,ENGINEERING REFERENCE,2,73,1,MH,MH 512.5 DAT,MH 512.9434 BHA
SECOND,ENGINEERING REFERENCE,2,73,2,MH,MH 514 MUN,MH 515 THO
SECOND,ENGINEERING REFERENCE,2,73,3,MH,MH 515.076 KAC,MH 515.35 DEO
SECOND,ENGINEERING REFERENCE,2,73,4,MH,MH 515.35 HIR,MH 515.6 BAL
SECOND,ENGINEERING REFERENCE,2,74,1,MH,MH 515.6 BUR,MH 515.63 SPI
SECOND,ENGINEERING REFERENCE,2,74,2,MH,MH 515.63 SRI,MH 515.9 JEF
SECOND,ENGINEERING REFERENCE,2,74,3,MH,MH 515.9 KAS,MH 519.02462 BHI
SECOND,ENGINEERING REFERENCE,2,74,4,MH,MH 519.02462 DUK,MH 519.2 HOG
SECOND,ENGINEERING REFERENCE,2,75,1,MH,MH 519.2 HSU,MH 519.3 BEL
SECOND,ENGINEERING REFERENCE,2,75,2,MH,MH 519.3 DEB,MH 519.5 PEL
SECOND,ENGINEERING REFERENCE,2,75,3,MH,MH 519.536 MON,MH 519.7 RAR
SECOND,ENGINEERING REFERENCE,2,75,4,MH,MH 519.7 SWA,MH 519.72 BAZ
